user_id,trial_id,type,filename,question,response,confidence,correct,gt,reaction_time_ms,timestamp,category
63174af7d57182f9bf90c094,17,image,frame_1741.png,Is the baby standing?,yes,3,True,yes,15308,2026-03-16T16:16:56.505725,semantic
63174af7d57182f9bf90c094,6,image,frame_0408.png,Is the boy on the vehicle?,no,1,True,no,8335,2026-03-16T16:17:08.161354,geometric
63174af7d57182f9bf90c094,25,image,frame_0123.png,Is the black dog on the sofa?,no,2,True,no,13054,2026-03-16T16:17:24.440695,compositional
63174af7d57182f9bf90c094,7,image,frame_0412.png,Is the boy on the vehicle?,no,2,False,yes,6817,2026-03-16T16:17:34.475489,geometric
63174af7d57182f9bf90c094,13,image,frame_0514.png,Is the baby standing?,no,3,True,no,16140,2026-03-16T16:17:53.867387,semantic
63174af7d57182f9bf90c094,30,image,frame_0193.png,Is the black dog on the sofa?,yes,1,False,no,5512,2026-03-16T16:18:02.611097,compositional
63174af7d57182f9bf90c094,15,image,frame_1477.png,Is the baby standing?,no,3,False,yes,6200,2026-03-16T16:18:12.056009,semantic
63174af7d57182f9bf90c094,24,image,frame_0100.png,Is the black dog on the sofa?,no,1,False,yes,4612,2026-03-16T16:18:19.957589,compositional
63174af7d57182f9bf90c094,10,image,frame_0419.png,Is the boy on the vehicle?,yes,2,True,yes,4653,2026-03-16T16:18:27.845904,geometric
63174af7d57182f9bf90c094,27,image,frame_0160.png,Is the black dog on the sofa?,yes,1,False,no,4195,2026-03-16T16:18:35.307164,compositional
63174af7d57182f9bf90c094,19,image,frame_1776.png,Is the baby standing?,yes,2,True,yes,39268,2026-03-16T16:19:17.830605,semantic
63174af7d57182f9bf90c094,8,image,frame_0415.png,Is the boy on the vehicle?,no,3,False,yes,13719,2026-03-16T16:19:34.837619,geometric
63174af7d57182f9bf90c094,29,image,frame_0190.png,Is the black dog on the sofa?,yes,1,False,no,3928,2026-03-16T16:19:42.036517,compositional
63174af7d57182f9bf90c094,3,image,frame_0393.png,Is the boy on the vehicle?,no,1,True,no,5498,2026-03-16T16:19:50.792156,geometric
63174af7d57182f9bf90c094,12,image,frame_0497.png,Is the baby standing?,no,1,True,no,6471,2026-03-16T16:20:00.506321,semantic
63174af7d57182f9bf90c094,22,image,frame_0080.png,Is the black dog on the sofa?,n/a,5,False,yes,4678,2026-03-16T16:20:08.399829,compositional
63174af7d57182f9bf90c094,4,image,frame_0395.png,Is the boy on the vehicle?,no,1,True,no,5588,2026-03-16T16:20:17.258009,geometric
63174af7d57182f9bf90c094,11,image,frame_0346.png,Is the baby standing?,n/a,5,False,no,6925,2026-03-16T16:20:27.426480,semantic
63174af7d57182f9bf90c094,26,image,frame_0150.png,Is the black dog on the sofa?,yes,1,False,no,5698,2026-03-16T16:20:36.394990,compositional
63174af7d57182f9bf90c094,5,image,frame_0398.png,Is the boy on the vehicle?,no,1,True,no,5658,2026-03-16T16:20:45.278157,geometric
63174af7d57182f9bf90c094,2,image,frame_0387.png,Is the boy on the vehicle?,no,1,True,no,4523,2026-03-16T16:21:07.452318,geometric
63174af7d57182f9bf90c094,14,image,frame_0582.png,Is the baby standing?,no,1,True,no,6311,2026-03-16T16:21:17.012950,semantic
63174af7d57182f9bf90c094,21,image,frame_0067.png,Is the black dog on the sofa?,n/a,5,False,yes,5906,2026-03-16T16:21:26.159648,compositional
63174af7d57182f9bf90c094,9,image,frame_0417.png,Is the boy on the vehicle?,yes,2,True,yes,4710,2026-03-16T16:21:34.118412,geometric
63174af7d57182f9bf90c094,23,image,frame_0085.png,Is the black dog on the sofa?,n/a,5,False,yes,8933,2026-03-16T16:21:46.310399,compositional
63174af7d57182f9bf90c094,28,image,frame_0170.png,Is the black dog on the sofa?,yes,1,False,no,185817,2026-03-16T16:25:09.922103,compositional
63174af7d57182f9bf90c094,1,image,frame_0380.png,Is the boy on the vehicle?,yes,1,False,no,86560,2026-03-16T16:26:39.742646,geometric
63174af7d57182f9bf90c094,16,image,frame_1699.png,Is the baby standing?,yes,2,True,yes,12205,2026-03-16T16:26:55.205880,semantic
