user_id,trial_id,type,filename,question,response,confidence,correct,gt,reaction_time_ms,timestamp,category
6097f813d541b6142fae8e7f,5,image,frame_0398.png,Is the boy on the vehicle?,yes,4,False,no,16595,2026-03-16T16:17:17.439300,geometric
6097f813d541b6142fae8e7f,14,image,frame_0582.png,Is the baby standing?,n/a,5,False,no,4918,2026-03-16T16:17:25.601417,semantic
6097f813d541b6142fae8e7f,24,image,frame_0100.png,Is the black dog on the sofa?,no,3,False,yes,11825,2026-03-16T16:17:40.700937,compositional
6097f813d541b6142fae8e7f,17,image,frame_1741.png,Is the baby standing?,yes,1,True,yes,7047,2026-03-16T16:17:51.014137,semantic
6097f813d541b6142fae8e7f,2,image,frame_0387.png,Is the boy on the vehicle?,no,2,True,no,7977,2026-03-16T16:18:02.224864,geometric
6097f813d541b6142fae8e7f,23,image,frame_0085.png,Is the black dog on the sofa?,n/a,5,False,yes,8725,2026-03-16T16:18:14.185632,compositional
6097f813d541b6142fae8e7f,4,image,frame_0395.png,Is the boy on the vehicle?,yes,4,False,no,8419,2026-03-16T16:18:25.855731,geometric
6097f813d541b6142fae8e7f,13,image,frame_0514.png,Is the baby standing?,yes,3,False,no,10271,2026-03-16T16:18:39.419567,semantic
6097f813d541b6142fae8e7f,22,image,frame_0080.png,Is the black dog on the sofa?,n/a,5,False,yes,4484,2026-03-16T16:18:47.180769,compositional
6097f813d541b6142fae8e7f,3,image,frame_0393.png,Is the boy on the vehicle?,no,4,True,no,11093,2026-03-16T16:19:01.489274,geometric
6097f813d541b6142fae8e7f,16,image,frame_1699.png,Is the baby standing?,n/a,5,False,yes,5477,2026-03-16T16:19:10.190394,semantic
6097f813d541b6142fae8e7f,30,image,frame_0193.png,Is the black dog on the sofa?,yes,1,False,no,6774,2026-03-16T16:19:20.210355,compositional
6097f813d541b6142fae8e7f,20,image,frame_1878.png,Is the baby standing?,yes,1,True,yes,8340,2026-03-16T16:19:31.806736,semantic
6097f813d541b6142fae8e7f,28,image,frame_0170.png,Is the black dog on the sofa?,yes,1,False,no,5863,2026-03-16T16:19:40.971023,compositional
6097f813d541b6142fae8e7f,7,image,frame_0412.png,Is the boy on the vehicle?,yes,1,True,yes,5738,2026-03-16T16:19:50.050384,geometric
6097f813d541b6142fae8e7f,25,image,frame_0123.png,Is the black dog on the sofa?,yes,4,False,no,10530,2026-03-16T16:20:03.829341,compositional
6097f813d541b6142fae8e7f,8,image,frame_0415.png,Is the boy on the vehicle?,yes,1,True,yes,4455,2026-03-16T16:20:11.521807,geometric
6097f813d541b6142fae8e7f,12,image,frame_0497.png,Is the baby standing?,yes,3,False,no,10682,2026-03-16T16:20:25.455743,semantic
6097f813d541b6142fae8e7f,26,image,frame_0150.png,Is the black dog on the sofa?,yes,2,False,no,6646,2026-03-16T16:20:35.379065,compositional
6097f813d541b6142fae8e7f,15,image,frame_1477.png,Is the baby standing?,no,2,False,yes,4164,2026-03-16T16:20:42.772757,semantic
6097f813d541b6142fae8e7f,6,image,frame_0408.png,Is the boy on the vehicle?,no,4,True,no,5377,2026-03-16T16:20:51.382758,geometric
6097f813d541b6142fae8e7f,29,image,frame_0190.png,Is the black dog on the sofa?,yes,1,False,no,3507,2026-03-16T16:20:58.118534,compositional
6097f813d541b6142fae8e7f,1,image,frame_0380.png,Is the boy on the vehicle?,no,1,True,no,6614,2026-03-16T16:21:07.963503,geometric
6097f813d541b6142fae8e7f,11,image,frame_0346.png,Is the baby standing?,n/a,5,False,no,4652,2026-03-16T16:21:15.844845,semantic
6097f813d541b6142fae8e7f,10,image,frame_0419.png,Is the boy on the vehicle?,yes,1,True,yes,4568,2026-03-16T16:21:23.632853,geometric
6097f813d541b6142fae8e7f,27,image,frame_0160.png,Is the black dog on the sofa?,yes,1,False,no,4609,2026-03-16T16:21:31.461426,compositional
6097f813d541b6142fae8e7f,18,image,frame_1753.png,Is the baby standing?,yes,1,True,yes,4207,2026-03-16T16:21:38.900951,semantic
6097f813d541b6142fae8e7f,21,image,frame_0067.png,Is the black dog on the sofa?,n/a,5,False,yes,6277,2026-03-16T16:21:48.417937,compositional
6097f813d541b6142fae8e7f,19,image,frame_1776.png,Is the baby standing?,yes,1,True,yes,5496,2026-03-16T16:21:57.232009,semantic
6097f813d541b6142fae8e7f,9,image,frame_0417.png,Is the boy on the vehicle?,yes,1,True,yes,4554,2026-03-16T16:22:05.018874,geometric
