user_id,trial_id,type,filename,question,response,confidence,correct,gt,reaction_time_ms,timestamp,category
650ee1c673c788d8cffca2d3,26,image,frame_0150.png,Is the black dog on the sofa?,yes,2,False,no,13236,2026-03-16T16:22:11.710293,compositional
650ee1c673c788d8cffca2d3,17,image,frame_1741.png,Is the baby standing?,yes,2,True,yes,17663,2026-03-16T16:22:32.651327,semantic
650ee1c673c788d8cffca2d3,9,image,frame_0417.png,Is the boy on the vehicle?,yes,3,True,yes,11284,2026-03-16T16:22:47.187070,geometric
650ee1c673c788d8cffca2d3,11,image,frame_0346.png,Is the baby standing?,n/a,5,False,no,6148,2026-03-16T16:22:56.572096,semantic
650ee1c673c788d8cffca2d3,2,image,frame_0387.png,Is the boy on the vehicle?,no,1,True,no,5221,2026-03-16T16:23:05.055428,geometric
650ee1c673c788d8cffca2d3,23,image,frame_0085.png,Is the black dog on the sofa?,n/a,5,False,yes,5914,2026-03-16T16:23:14.186982,compositional
650ee1c673c788d8cffca2d3,16,image,frame_1699.png,Is the baby standing?,yes,4,True,yes,10229,2026-03-16T16:23:27.651158,semantic
650ee1c673c788d8cffca2d3,27,image,frame_0160.png,Is the black dog on the sofa?,yes,1,False,no,6672,2026-03-16T16:23:37.565270,compositional
650ee1c673c788d8cffca2d3,3,image,frame_0393.png,Is the boy on the vehicle?,no,4,True,no,8027,2026-03-16T16:23:48.847094,geometric
650ee1c673c788d8cffca2d3,18,image,frame_1753.png,Is the baby standing?,yes,1,True,yes,4362,2026-03-16T16:23:56.452939,semantic
650ee1c673c788d8cffca2d3,24,image,frame_0100.png,Is the black dog on the sofa?,no,2,False,yes,8527,2026-03-16T16:24:08.220217,compositional
650ee1c673c788d8cffca2d3,1,image,frame_0380.png,Is the boy on the vehicle?,no,1,True,no,4144,2026-03-16T16:24:15.607670,geometric
650ee1c673c788d8cffca2d3,30,image,frame_0193.png,Is the black dog on the sofa?,yes,1,False,no,9623,2026-03-16T16:24:28.478745,compositional
650ee1c673c788d8cffca2d3,8,image,frame_0415.png,Is the boy on the vehicle?,yes,2,True,yes,5881,2026-03-16T16:24:37.579072,geometric
650ee1c673c788d8cffca2d3,20,image,frame_1878.png,Is the baby standing?,yes,2,True,yes,7085,2026-03-16T16:24:47.900826,semantic
650ee1c673c788d8cffca2d3,6,image,frame_0408.png,Is the boy on the vehicle?,yes,3,False,no,5306,2026-03-16T16:24:56.509746,geometric
650ee1c673c788d8cffca2d3,25,image,frame_0123.png,Is the black dog on the sofa?,yes,4,False,no,5408,2026-03-16T16:25:05.166908,compositional
650ee1c673c788d8cffca2d3,12,image,frame_0497.png,Is the baby standing?,no,2,True,no,8917,2026-03-16T16:25:17.290512,semantic
650ee1c673c788d8cffca2d3,5,image,frame_0398.png,Is the boy on the vehicle?,yes,3,False,no,4158,2026-03-16T16:25:24.693707,geometric
650ee1c673c788d8cffca2d3,22,image,frame_0080.png,Is the black dog on the sofa?,n/a,5,False,yes,4089,2026-03-16T16:25:32.013526,compositional
650ee1c673c788d8cffca2d3,13,image,frame_0514.png,Is the baby standing?,no,4,True,no,6295,2026-03-16T16:25:41.555817,semantic
650ee1c673c788d8cffca2d3,10,image,frame_0419.png,Is the boy on the vehicle?,yes,1,True,yes,5266,2026-03-16T16:25:50.058566,geometric
650ee1c673c788d8cffca2d3,21,image,frame_0067.png,Is the black dog on the sofa?,no,2,False,yes,7293,2026-03-16T16:26:00.550519,compositional
650ee1c673c788d8cffca2d3,14,image,frame_0582.png,Is the baby standing?,no,2,True,no,6495,2026-03-16T16:26:10.260050,semantic
650ee1c673c788d8cffca2d3,28,image,frame_0170.png,Is the black dog on the sofa?,yes,1,False,no,4326,2026-03-16T16:26:17.784285,compositional
650ee1c673c788d8cffca2d3,15,image,frame_1477.png,Is the baby standing?,no,1,False,yes,5485,2026-03-16T16:26:26.501103,semantic
650ee1c673c788d8cffca2d3,4,image,frame_0395.png,Is the boy on the vehicle?,yes,3,False,no,12066,2026-03-16T16:26:41.779592,geometric
650ee1c673c788d8cffca2d3,29,image,frame_0190.png,Is the black dog on the sofa?,yes,1,False,no,4619,2026-03-16T16:26:49.600836,compositional
650ee1c673c788d8cffca2d3,19,image,frame_1776.png,Is the baby standing?,yes,1,True,yes,4168,2026-03-16T16:26:57.032536,semantic
650ee1c673c788d8cffca2d3,7,image,frame_0412.png,Is the boy on the vehicle?,yes,2,True,yes,11857,2026-03-16T16:27:12.111414,geometric
