user_id,trial_id,type,filename,question,response,confidence,correct,gt,reaction_time_ms,timestamp,category
Debarpan,7,image,frame_0412.png,Is the boy on the vehicle?,yes,2,True,yes,12642,2026-03-16T15:32:46.997160,geometric
Debarpan,29,image,frame_0190.png,Is the black dog on the sofa?,yes,1,False,no,14433,2026-03-16T15:33:04.645772,compositional
Debarpan,16,image,frame_1699.png,Is the baby standing?,yes,3,True,yes,7994,2026-03-16T15:33:15.874604,semantic
Debarpan,22,image,frame_0080.png,Is the black dog on the sofa?,no,2,False,yes,8272,2026-03-16T15:33:27.386692,compositional
Debarpan,3,image,frame_0393.png,Is the boy on the vehicle?,no,4,True,no,10300,2026-03-16T15:33:40.977092,geometric
Debarpan,20,image,frame_1878.png,Is the baby standing?,yes,4,True,yes,8537,2026-03-16T15:33:52.844032,semantic
Debarpan,4,image,frame_0395.png,Is the boy on the vehicle?,no,4,True,no,10992,2026-03-16T15:34:07.067180,geometric
Debarpan,24,image,frame_0100.png,Is the black dog on the sofa?,no,2,False,yes,6504,2026-03-16T15:34:16.794096,compositional
Debarpan,13,image,frame_0514.png,Is the baby standing?,n/a,5,False,no,12549,2026-03-16T15:34:32.653899,semantic
Debarpan,8,image,frame_0415.png,Is the boy on the vehicle?,yes,2,True,yes,7210,2026-03-16T15:34:43.155475,geometric
Debarpan,25,image,frame_0123.png,Is the black dog on the sofa?,no,3,True,no,8921,2026-03-16T15:34:55.338955,compositional
Debarpan,15,image,frame_1477.png,Is the baby standing?,no,2,False,yes,6316,2026-03-16T15:35:04.888317,semantic
Debarpan,27,image,frame_0160.png,Is the black dog on the sofa?,yes,1,False,no,17376,2026-03-16T15:35:25.585133,compositional
Debarpan,5,image,frame_0398.png,Is the boy on the vehicle?,n/a,5,False,no,8473,2026-03-16T15:35:37.382274,geometric
Debarpan,18,image,frame_1753.png,Is the baby standing?,yes,1,True,yes,5243,2026-03-16T15:35:45.844728,semantic
Debarpan,28,image,frame_0170.png,Is the black dog on the sofa?,yes,1,False,no,6490,2026-03-16T15:35:55.557573,compositional
Debarpan,2,image,frame_0387.png,Is the boy on the vehicle?,no,1,True,no,9042,2026-03-16T15:36:07.838477,geometric
Debarpan,19,image,frame_1776.png,Is the baby standing?,yes,2,True,yes,5526,2026-03-16T15:36:16.609224,semantic
Debarpan,30,image,frame_0193.png,Is the black dog on the sofa?,yes,1,False,no,6219,2026-03-16T15:36:26.164265,compositional
Debarpan,17,image,frame_1741.png,Is the baby standing?,yes,3,True,yes,6293,2026-03-16T15:36:35.698155,semantic
Debarpan,6,image,frame_0408.png,Is the boy on the vehicle?,n/a,5,False,no,7391,2026-03-16T15:36:46.304624,geometric
Debarpan,14,image,frame_0582.png,Is the baby standing?,n/a,5,False,no,4914,2026-03-16T15:36:54.462469,semantic
Debarpan,26,image,frame_0150.png,Is the black dog on the sofa?,yes,2,False,no,8164,2026-03-16T15:37:05.888826,compositional
Debarpan,10,image,frame_0419.png,Is the boy on the vehicle?,yes,1,True,yes,6904,2026-03-16T15:37:16.025448,geometric
Debarpan,11,image,frame_0346.png,Is the baby standing?,no,4,True,no,6815,2026-03-16T15:37:26.068823,semantic
Debarpan,23,image,frame_0085.png,Is the black dog on the sofa?,no,3,False,yes,12720,2026-03-16T15:37:42.026288,compositional
Debarpan,9,image,frame_0417.png,Is the boy on the vehicle?,yes,2,True,yes,4759,2026-03-16T15:37:50.071865,geometric
Debarpan,21,image,frame_0067.png,Is the black dog on the sofa?,no,2,False,yes,5650,2026-03-16T15:37:58.965358,compositional
Debarpan,1,image,frame_0380.png,Is the boy on the vehicle?,no,1,True,no,6244,2026-03-16T15:38:08.412277,geometric
Debarpan,12,image,frame_0497.png,Is the baby standing?,no,3,True,no,8160,2026-03-16T15:38:19.783036,semantic
