user_id,trial_id,part,video_path,question,category,gt_answer,frames,frame_50_rating,frame_55_rating,frame_60_rating,frame_64_rating,frame_65_rating,frame_66_rating,frame_70_rating,frame_75_rating,frame_78_rating,frame_80_rating,ratings_list,good_datapoint,comment,reaction_time_ms,timestamp
debarpan,13,1,images/NExTVideo/1009/6663748603.mp4,Is the man looking at the book in his hand?,Semantic,no,"[50, 55, 60, 64, 65, 66, 70, 75, 78, 80]",10,10,10,8,8,4,5,7,9,10,"[10, 10, 10, 8, 8, 4, 5, 7, 9, 10]",yes,,71623,2026-05-02T17:06:54.572998
debarpan,18,1,images/NExTVideo/0101/4740074365.mp4,Is the bride at the left of the groom?,Geometric,yes,"[80, 100, 125, 140, 150, 250, 260, 270, 300, 330]",9,9,4,3,2,1,2,4,8,10,"[9, 9, 4, 3, 2, 1, 2, 4, 8, 10]",yes,,65308,2026-05-02T17:08:03.091174
debarpan,2,1,images/NExTVideo/0089/6868234420.mp4,Is the girl standing on the chair?,Semantic,no,"[1320, 1325, 1330, 1335, 1345, 1350, 1355, 1360, 1365, 1370]",10,10,8,5,2,3,7,8,10,10,"[10, 10, 8, 5, 2, 3, 7, 8, 10, 10]",yes,,43943,2026-05-02T17:08:50.270376
debarpan,32,1,images/NExTVideo/1000/3824469712.mp4,Is the boy on the vehicle?,Geometric,no,"[380, 387, 393, 395, 398, 408, 412, 415, 417, 419]",10,10,8,4,2,1,5,8,9,10,"[10, 10, 8, 4, 2, 1, 5, 8, 9, 10]",yes,,75862,2026-05-02T17:10:09.347684
debarpan,38,1,images/NExTVideo/1001/2667165452.mp4,Is the woman looking towards her left?,Semantic,yes,"[0, 28, 35, 36, 37, 38, 39, 40, 41, 45]",10,10,8,5,8,8,10,10,10,10,"[10, 10, 8, 5, 8, 8, 10, 10, 10, 10]",no,the ambiguity frame(s) is/are not  ambiguous. can be kept if required.,126675,2026-05-02T17:12:19.281709
debarpan,41,1,images/NExTVideo/1101/2558039818.mp4,Is the baby on the right side of the man?,Geometric,no,"[582, 615, 623, 635, 644, 650, 666, 689, 700, 724]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,discard this.,35750,2026-05-02T17:12:58.345358
debarpan,17,1,images/NExTVideo/0101/4316096248.mp4,Is the bride feeding cake to the groom?,Semantic,no,"[1550, 1570, 1600, 1660, 1670, 1680, 1685, 1690, 1695, 1770]",10,10,10,10,3,3,6,7,8,10,"[10, 10, 10, 10, 3, 3, 6, 7, 8, 10]",yes,,44017,2026-05-02T17:13:45.675055
debarpan,15,1,images/NExTVideo/0101/3122394310.mp4,Is the man at the left of the woman?,Geometric,yes,"[600, 610, 615, 620, 630, 635, 645, 675, 680, 685]",8,8,8,8,5,2,2,6,7,8,"[8, 8, 8, 8, 5, 2, 2, 6, 7, 8]",yes,,59974,2026-05-02T17:14:48.875598
debarpan,42,1,images/NExTVideo/1101/2574374895.mp4,Is the baby sitting on the sofa?,Semantic,yes,"[100, 120, 144, 170, 200, 237, 240, 250, 271, 300]",10,10,10,6,3,2,1,3,8,10,"[10, 10, 10, 6, 3, 2, 1, 3, 8, 10]",yes,,56840,2026-05-02T17:15:48.942949
debarpan,55,1,images/NExTVideo/1104/4760431362.mp4,Are there 2 dogs on the bed?,Geometric,[yes yes],"[40, 42, 48, 53, 58, 59, 66, 73, 78, 87]",9,9,9,8,3,2,5,7,8,9,"[9, 9, 9, 8, 3, 2, 5, 7, 8, 9]",yes,,47771,2026-05-02T17:16:39.921289
debarpan,45,1,images/NExTVideo/1101/3483300439.mp4,Is the military lady shaking hands with the military man?,Semantic,yes,"[273, 274, 275, 278, 279, 280, 281, 285, 287, 290]",9,9,9,2,2,4,7,8,9,10,"[9, 9, 9, 2, 2, 4, 7, 8, 9, 10]",yes,,43183,2026-05-02T17:17:26.326179
debarpan,39,1,images/NExTVideo/1001/3098102850.mp4,Are there exactly two cats in the scene?,Geometric,yes,"[435, 445, 455, 465, 470, 475, 480, 500, 505, 525]",10,10,6,4,3,2,1,8,10,10,"[10, 10, 6, 4, 3, 2, 1, 8, 10, 10]",yes,,46248,2026-05-02T17:18:15.799102
debarpan,44,1,images/NExTVideo/1101/3321261856.mp4,Is th toddle lifting her right leg?,Semantic,yes,"[560, 565, 568, 570, 573, 575, 580, 585, 590, 594]",2,8,9,9,6,4,5,2,10,4,"[2, 8, 9, 9, 6, 4, 5, 2, 10, 4]",no,"typo in the question-> Is the toddler lifting her right leg? also, discard this. the ambiguity alignment is very bad.",117603,2026-05-02T17:20:16.615924
debarpan,9,1,images/NExTVideo/1009/5996570774.mp4,Is the child at the right of the woman?,Geometric,yes,"[10, 15, 18, 23, 28, 40, 45, 50, 55, 60]",9,10,10,8,4,3,7,8,8,6,"[9, 10, 10, 8, 4, 3, 7, 8, 8, 6]",yes,,44705,2026-05-02T17:21:04.586493
debarpan,12,1,images/NExTVideo/1009/6420147083.mp4,Is the boy looking upwards?,Semantic,no,"[80, 100, 120, 130, 140, 145, 148, 150, 160, 180]",10,10,9,3,2,4,7,8,9,9,"[10, 10, 9, 3, 2, 4, 7, 8, 9, 9]",yes,,44324,2026-05-02T17:21:52.191462
debarpan,25,1,images/NExTVideo/1000/3298675598.mp4,Is the insect on the palm?,Geometric,yes,"[550, 560, 565, 568, 585, 590, 595, 600, 603, 607]",10,10,8,4,2,1,1,5,8,10,"[10, 10, 8, 4, 2, 1, 1, 5, 8, 10]",yes,,41452,2026-05-02T17:22:36.884517
debarpan,20,1,images/NExTVideo/1000/2594144360.mp4,Is the baby sitting on the floor?,Semantic,no,"[140, 143, 145, 147, 150, 151, 152, 153, 154, 155]",8,8,7,5,4,6,8,9,10,10,"[8, 8, 7, 5, 4, 6, 8, 9, 10, 10]",yes,,73192,2026-05-02T17:23:53.299000
debarpan,14,1,images/NExTVideo/1009/8612900766.mp4,Are there exactly two men in the scene?,Geometric,yes,"[370, 390, 400, 410, 460, 480, 600, 610, 615, 620]",8,8,8,8,3,2,3,6,8,9,"[8, 8, 8, 8, 3, 2, 3, 6, 8, 9]",yes,,278322,2026-05-02T17:28:34.814978
debarpan,34,1,images/NExTVideo/1000/4227464140.mp4,Is the man looking at the television?,Semantic,yes,"[490, 500, 502, 504, 506, 508, 510, 512, 515, 520]",10,10,8,4,3,3,5,7,9,10,"[10, 10, 8, 4, 3, 3, 5, 7, 9, 10]",yes,,452452,2026-05-02T17:36:10.489305
debarpan,24,1,images/NExTVideo/1000/3297776560.mp4,Are there eaxctly three woman in the scene?,Geometric,"[yes, yes]","[840, 843, 846, 850, 852, 855, 857, 860, 862, 864]",10,10,10,9,6,2,1,3,8,10,"[10, 10, 10, 9, 6, 2, 1, 3, 8, 10]",yes,,44221,2026-05-02T17:36:57.920461
debarpan,49,1,images/NExTVideo/1101/4542514917.mp4,Is the man looking at the baby's face?,Semantic,no,"[97, 98, 100, 101, 102, 104, 105, 106, 107, 108]",10,10,8,6,2,5,6,7,9,10,"[10, 10, 8, 6, 2, 5, 6, 7, 9, 10]",yes,,34010,2026-05-02T17:37:35.142217
